1.000000000000000000e+00 8.413285835578370645e-09
1.177502013025367500e+00 9.342117111853213112e-09
1.386510990678792687e+00 1.027834183329102779e-08
1.632619482606074923e+00 1.119010800440870322e-08
1.922412727273087318e+00 1.203769701308079038e-08
2.263644856229646951e+00 1.277517788456233389e-08
2.665446374984928202e+00 1.335469821779626898e-08
3.138568472155921274e+00 1.373379874107260887e-08
3.695670693981549793e+00 1.388436657847612007e-08
4.351659681642130906e+00 1.379760922006297132e-08
5.124088035134939823e+00 1.348324026328134627e-08
6.033623976290592772e+00 1.296156793263937909e-08
7.104604377920294311e+00 1.225001160227869819e-08
8.365685956749983276e+00 1.136043745390915479e-08
9.850612054411154617e+00 1.032610980570178694e-08
1.159911552360108722e+01 9.212279365409940291e-09
1.365798187835406807e+01 8.078591536796126571e-09
1.608230115562590257e+01 6.970083785491925336e-09
1.893694198482969426e+01 5.935995242060133504e-09
2.229828730768156930e+01 5.004086102092181960e-09
2.625627819181304901e+01 4.185645404266676696e-09
3.091682042541391695e+01 3.475761682906402932e-09
3.640461828726869697e+01 2.861894081723631301e-09
4.286651131667899506e+01 2.332528776550663414e-09
5.047540336676420480e+01 1.882179605552606700e-09
5.943488907263225940e+01 1.510326812532198328e-09
6.998470152696388880e+01 1.213039048534566090e-09
8.240712692897952252e+01 9.785548375122875491e-10
9.703455784651035287e+01 7.927071033730530635e-10
1.142583871972923930e+02 6.453373194925908898e-10
1.345394809298437337e+02 5.291129481646205915e-10
1.584205096262789425e+02 4.371375551747632749e-10
1.865404689894481294e+02 3.635825249996683814e-10
2.196517777457713976e+02 3.040478472059688553e-10
2.586404104602462439e+02 2.551007277652987038e-10
3.045496039666473962e+02 2.141950264323753765e-10
3.586077717368055460e+02 1.795645108477354859e-10
4.222613731066301739e+02 1.499822634542872334e-10
4.972136168559130169e+02 1.245430760744245762e-10
5.854700347514610712e+02 1.025935058726351746e-10
6.893921444858774521e+02 8.368751905103188023e-11
8.117606378959960693e+02 6.750376891066746398e-11
9.558497852172911280e+02 5.378789466005945368e-11
1.125515046243225925e+03 4.231752053280950093e-11
1.325296232641738698e+03 3.287435106023299458e-11
1.560538981790582056e+03 2.524230303777538988e-11
1.837537792462968355e+03 1.925252473490745314e-11
2.163704449635333731e+03 1.485619719731547221e-11
2.547766345037551673e+03 1.224256179199572230e-11
3.000000000000001364e+03 1.203297069026443656e-11
