100 0.503125
200 0.724033
300 1.13293
400 1.5749
500 1.98589
600 2.35158
700 2.67381
800 2.95418
900 3.1949
1000 3.39908
1100 3.5729
1200 3.72375
1300 3.85716
1400 3.97446
1500 4.07488
1600 4.15879
1700 4.22905
1800 4.28919
1900 4.34146
2000 4.38654
2100 4.42413
2200 4.45362
2300 4.47509
2400 4.48993
2500 4.50014
2600 4.50693
2700 4.51006
2800 4.50867
2900 4.5025
3000 4.4923
3100 4.47908
3200 4.46329
3300 4.44493
3400 4.42405
3500 4.40116
3600 4.37732
3700 4.35369
3800 4.32879
3900 4.30281
4000 4.27588
4100 4.24688
4200 4.21598
4300 4.18545
4400 4.16714
4500 4.11437
4600 4.09956
4700 4.04396
4800 4.00423
4900 3.96715
5000 3.93076
5100 3.8952
5200 3.86201
5300 3.83826
5400 3.82562
5500 3.79085
5600 3.73064
5700 3.68445
5800 3.64685
5900 3.61114
6000 3.57581
6100 3.5411
6200 3.50829
6300 3.48285
6400 3.48171
6500 3.53339
6600 3.38037
6700 3.43441
6800 3.31956
6900 3.25748
7000 3.21363
7100 3.17602
7200 3.14081
7300 3.10712
7400 3.07537
7500 3.04403
7600 3.01367
7700 2.98831
7800 2.9724
7900 2.95419
8000 2.91032
8100 2.88592
8200 2.83476
8300 2.79604
8400 2.76282
8500 2.7317
8600 2.7017
8700 2.67276
8800 2.64639
8900 2.63297
9000 2.59672
9100 2.58677
9200 2.54164
9300 2.51996
9400 2.51281
9500 2.52064
9600 2.4444
9700 2.4639
9800 2.42153
9900 2.36358
10000 2.32167
