1.000000000000001526e+11 6.512818061170472867e-14
1.115486563717287750e+11 5.004140365188786279e-14
1.244310273833805389e+11 3.836787116056432248e-14
1.388011391556987000e+11 2.935236495789750213e-14
1.548308057568351746e+11 2.240336684073801172e-14
1.727116834712713013e+11 1.705822308783497910e-14
1.926575623091960144e+11 1.295561032843291267e-14
2.149069221544340210e+11 9.813785620340719739e-15
2.397257841131079102e+11 7.413415546194737420e-15
2.674108911547636719e+11 5.584048266014008124e-15
2.982932560748045654e+11 4.193456976647955536e-15
3.327421191989241943e+11 3.139262885064753182e-15
3.711693631492169189e+11 2.342355576419203437e-15
4.140344374564534912e+11 1.741733281063966487e-15
4.618498518989188843e+11 1.290459614482518033e-15
5.151873042480643921e+11 9.525080529766498017e-16
5.746845156864453125e+11 7.002868225932745842e-16
6.410528556246057129e+11 5.127268477042788119e-16
7.150858470818475342e+11 3.737784086669439631e-16
7.976686543241948242e+11 2.712494598161117587e-16
8.897886661970878906e+11 1.959096350606847315e-16
9.925473016907803955e+11 1.407908726716313891e-16
1.107173178889913086e+12 1.006512719623206765e-16
1.235036804759853516e+12 7.156133088507209984e-17
1.377666961405950684e+12 5.058642618791696937e-17
1.536768984725558838e+12 3.554360240746486445e-17
1.714245153998816162e+12 2.481584553116530461e-17
1.912217436203156250e+12 1.721066426716701976e-17
2.133052856990537598e+12 1.185277270457891560e-17
2.379391801671714355e+12 8.102893573443242572e-18
2.654179584583863281e+12 5.496588628215704484e-18
2.960701664296038086e+12 3.698321201051477254e-18
3.302622925697637695e+12 2.467113734441465059e-18
3.684031498640387695e+12 1.630988056057747946e-18
4.109487637044625000e+12 1.068025041413139229e-18
4.584078242885578125e+12 6.924054795460337717e-19
5.113477686967609375e+12 4.441747344955216118e-19
5.704015653680514648e+12 2.817817177437843062e-19
6.362752820913708984e+12 1.766743008263355881e-19
7.097565279983502930e+12 1.094094817801362671e-19
7.917238704927915039e+12 6.687429522715246769e-20
8.831573397089568359e+12 4.031519455175020135e-20
9.851501460936441406e+12 2.395223529568345145e-20
1.098921751211581641e+13 1.401301773621540671e-20
1.225832448053193945e+13 8.065712929834496824e-21
1.367399625172005859e+13 4.563218894552907049e-21
1.525315909111425977e+13 2.535026899032334666e-21
1.701469402038018945e+13 1.381378383044710235e-21
1.897966256549495312e+13 7.375085502243852888e-22
2.117155857569757812e+13 3.853146732422667617e-22
2.361658912414421484e+13 1.967423567058958686e-22
2.634398784881466016e+13 9.804093676443680993e-23
2.938636448008420703e+13 4.761008344964264443e-23
3.278009473403296484e+13 2.249498505977802277e-23
3.656575523319353906e+13 1.032352309173675196e-23
4.078860865480242969e+13 4.593417437178996967e-24
4.549914490715488281e+13 1.977711483824370949e-24
5.075368480455706250e+13 8.222459705785995586e-25
5.661505345862559375e+13 3.293665378326973913e-25
6.315333143723294531e+13 1.268096426973501159e-25
7.044669267221784375e+13 4.680579857339450546e-26
7.858233913418000000e+13 1.651650871282897720e-26
8.765754344965317188e+13 5.555395057091168816e-27
9.778081192655196875e+13 1.775413495678800164e-27
1.090731818934360781e+14 5.372500935054309689e-28
1.216696688640199531e+14 1.533685801154583499e-28
1.357208808297452188e+14 4.113827172705010658e-29
1.513948189814563125e+14 1.032376465105780275e-29
1.688788863902258750e+14 2.412679111829842315e-30
1.883821286638343750e+14 5.224674755702723169e-31
2.101377333689690000e+14 1.042735317152647049e-31
2.344058181030913750e+14 1.906838946532187448e-32
2.614765405511556875e+14 3.175014315398017921e-33
2.916735677120933125e+14 4.780952233943336120e-34
3.253579457743253125e+14 6.462855064296832848e-35
3.629324169099159375e+14 7.780675653406867719e-36
4.048462346004530625e+14 8.270815061133824395e-37
4.516005350683432500e+14 7.690600281430363773e-38
5.037543290362721875e+14 6.192342449353855650e-39
5.619311854543803750e+14 4.270335529615001551e-40
6.268266871080900000e+14 2.492320952581418091e-41
6.992167472484913750e+14 1.215230739028552426e-42
7.799668866818006250e+14 4.881095782214184020e-44
8.700425822379547500e+14 1.590518641511337657e-45
9.705208103483270000e+14 4.135215637425207174e-47
1.082602923751575125e+15 8.424260749982983211e-49
1.207629015285936000e+15 1.318485515137349052e-50
1.347093940506594000e+15 1.551656985079491616e-52
1.502665190700084000e+15 1.341270849895814447e-54
1.676202829991623250e+15 8.301063759380321811e-57
1.869781734920539500e+15 3.577063304141000226e-59
2.085716402387865500e+15 1.041008455779991100e-61
2.326588622588429000e+15 1.978993203730318930e-64
2.595278347794891000e+15 2.369567134034117582e-67
2.894998126071609500e+15 1.717148093749812503e-70
3.229331511619590500e+15 7.209327229125124273e-74
3.602275911000499500e+15 1.671669202947815593e-77
4.018290377523517500e+15 2.031391627057535473e-81
4.482348925241929000e+15 1.221336495622089041e-85
5.000000000000008000e+15 3.410706620305220259e-90
