9.999999999999997430e-06 2.413830389951824600e+02
1.232846739442065169e-05 2.952915675756674432e+02
1.519911082952934402e-05 3.612390895098224064e+02
1.873817422860384017e-05 4.419137565986647473e+02
2.310129700083158341e-05 5.406035851988463037e+02
2.848035868435798380e-05 6.613300061790305335e+02
3.511191734215131360e-05 8.090108845085580924e+02
4.328761281083056415e-05 9.896592897894793168e+02
5.336699231206304216e-05 1.210625451840411188e+03
6.579332246575681333e-05 1.480890540973248335e+03
8.111308307896867957e-05 1.811422019444892612e+03
9.999999999999990992e-05 2.215601008969501436e+03
1.232846739442064389e-04 2.709731817835296624e+03
1.519911082952933351e-04 3.313641393420468830e+03
1.873817422860382729e-04 4.051370127046397556e+03
2.310129700083161052e-04 4.951941965596506634e+03
2.848035868435801633e-04 6.050176073189511044e+03
3.511191734215129328e-04 7.387456589856476967e+03
4.328761281083053298e-04 9.012300562193971928e+03
5.336699231206310044e-04 1.098044387908678073e+04
6.579332246575676996e-04 1.335398982742297085e+04
8.111308307896862536e-04 1.619893559710198861e+04
9.999999999999993703e-04 1.958014228696904320e+04
1.232846739442065853e-03 2.355264219322001372e+04
1.519911082952932375e-03 2.814828187369800071e+04
1.873817422860383055e-03 3.335738439968997409e+04
2.310129700083157420e-03 3.910669804075332650e+04
2.848035868435799464e-03 4.523745360603804875e+04
3.511191734215129978e-03 5.149028783727683185e+04
4.328761281083053948e-03 5.750556366285574768e+04
5.336699231206307008e-03 6.284617731894718600e+04
6.579332246575672442e-03 6.704428678104143182e+04
8.111308307896865355e-03 6.966534126583366015e+04
9.999999999999995004e-03 7.037657760748224973e+04
1.232846739442064986e-02 6.900592492435922031e+04
1.519911082952932722e-02 6.557996851407928625e+04
1.873817422860381970e-02 6.033290265967626328e+04
2.310129700083157767e-02 5.368150004921619984e+04
2.848035868435800158e-02 4.616667695277691382e+04
3.511191734215130672e-02 3.837140376937987457e+04
4.328761281083055162e-02 3.083366635512740322e+04
5.336699231206303018e-02 2.397592836275764421e+04
6.579332246575668453e-02 1.806658355093876162e+04
8.111308307896866743e-02 1.321734610664385582e+04
9.999999999999989453e-02 9.409354918444249051e+03
1.232846739442064049e-01 6.534553094918972420e+03
1.519911082952933035e-01 4.438757765534175633e+03
1.873817422860382109e-01 2.956932081615311290e+03
2.310129700083156379e-01 1.936601421449420513e+03
2.848035868435800921e-01 1.249792118942570369e+03
3.511191734215128313e-01 7.963060063890176252e+02
4.328761281083052248e-01 5.017283747455819594e+02
5.336699231206299965e-01 3.130163016261910798e+02
6.579332246575675391e-01 1.935605827505259526e+02
8.111308307896860637e-01 1.187307955307138627e+02
9.999999999999982236e-01 7.229012432732179150e+01
1.232846739442065465e+00 4.371058382034497924e+01
1.519911082952932091e+00 2.625894034661052245e+01
1.873817422860380999e+00 1.567913897571928672e+01
2.310129700083158877e+00 9.308539665134912156e+00
2.848035868435799145e+00 5.496773333141479867e+00
3.511191734215126203e+00 3.229595245550956228e+00
4.328761281083049361e+00 1.888618178309767082e+00
5.336699231206305072e+00 1.099593397322303767e+00
6.579332246575670951e+00 6.375902049229990043e-01
8.111308307896855752e+00 3.682945448570464353e-01
9.999999999999992895e+00 2.119864459321536276e-01
1.232846739442064710e+01 1.216150371279448722e-01
1.519911082952931025e+01 6.955562001049764298e-02
1.873817422860379622e+01 3.966748529351273728e-02
2.310129700083157189e+01 2.256207156291721583e-02
2.848035868435797013e+01 1.280095996727282151e-02
3.511191734215123716e+01 7.245965638632704924e-03
4.328761281083054513e+01 4.092654147572618445e-03
5.336699231206301874e+01 2.306897079858838753e-03
6.579332246575665977e+01 1.297836832302769368e-03
8.111308307896864278e+01 7.288369591312501838e-04
9.999999999999968736e+01 4.086059144886034227e-04
1.232846739442066024e+02 2.287097433536709984e-04
1.519911082952932588e+02 1.278229475088505512e-04
1.873817422860381896e+02 7.133660692740280830e-05
2.310129700083155626e+02 3.975832437074342836e-05
2.848035868435795237e+02 2.213022045021941262e-05
3.511191734215121301e+02 1.230306246437348922e-05
4.328761281083043855e+02 6.831817710996331442e-06
5.336699231206307559e+02 3.789472322307545451e-06
6.579332246575673935e+02 2.099726998486435231e-06
8.111308307896858878e+02 1.162275854654158408e-06
9.999999999999979536e+02 6.427427186495109617e-07
1.232846739442062926e+03 3.551114614304811630e-07
1.519911082952929064e+03 1.960237254881406842e-07
1.873817422860383886e+03 1.081147140326113314e-07
2.310129700083158241e+03 5.958102972317138747e-08
2.848035868435798420e+03 3.280893773255600365e-08
3.511191734215125052e+03 1.805304252810766495e-08
4.328761281083048743e+03 9.926475251634913348e-09
5.336699231206294826e+03 5.454284655282098433e-09
6.579332246575657337e+03 2.994950302683310188e-09
8.111308307896867518e+03 1.643466803827412180e-09
1.000000000000000909e+04 9.012838806905729029e-10
