1.000000000000000048e-04 1.157464866683784566e+00 5.932385427638248165e-02
1.024362908346740930e-01 1.097635038660826901e-01 4.149284114308995908e-02
2.047725816693481693e-01 6.844146881438752106e-02 3.370490786586844562e-02
3.071088725040222456e-01 4.701503952362379862e-02 2.752310755958867899e-02
4.094451633386963496e-01 3.378699619691021699e-02 2.258584610847639423e-02
5.117814541733703981e-01 2.498100638246949362e-02 1.862916426096586364e-02
6.141177450080445022e-01 1.885589458864854809e-02 1.544549345614557208e-02
7.164540358427186062e-01 1.446639683333756851e-02 1.287195903272243813e-02
8.187903266773927102e-01 1.124962864195264492e-02 1.078134090453222900e-02
9.211266175120668143e-01 8.849940362361013307e-03 9.074411037056133444e-03
1.023462908346740807e+00 7.033106474846876136e-03 7.673688670835419022e-03
1.125799199181414911e+00 5.640015323720423690e-03 6.518508114166518368e-03
1.228135490016089015e+00 4.559917758765107305e-03 5.561192088286790597e-03
1.330471780850763119e+00 3.714179856887065388e-03 4.764109381767901892e-03
1.432808071685437223e+00 3.046028676512860158e-03 4.097420679292792210e-03
1.535144362520111327e+00 2.513880085835769936e-03 3.537352310902254146e-03
1.637480653354785431e+00 2.086887933051149741e-03 3.064872183383273579e-03
1.739816944189459536e+00 1.741912337394703079e-03 2.664671321946038372e-03
1.842153235024133640e+00 1.461417616572979316e-03 2.324377670094095530e-03
1.944489525858807744e+00 1.231991912190651562e-03 2.033946720877895156e-03
2.046825816693481848e+00 1.043290306918766763e-03 1.785187154580846749e-03
2.149162107528156174e+00 8.872709782909339463e-04 1.571389928131959168e-03
2.251498398362830056e+00 7.576370462862946995e-04 1.387036939347845296e-03
2.353834689197504382e+00 6.494245140471707235e-04 1.227571159520883916e-03
2.456170980032178264e+00 5.586953318694771065e-04 1.089214456050082054e-03
2.558507270866852590e+00 4.823067433251070329e-04 9.688225735429962333e-04
2.660843561701526472e+00 4.177365889553449289e-04 8.637691983354688335e-04
2.763179852536200798e+00 3.629500302355838522e-04 7.718528803792088335e-04
2.865516143370874680e+00 3.162971397099140452e-04 6.912220051755163909e-04
2.967852434205549006e+00 2.764337224874581262e-04 6.203140692076494420e-04
3.070188725040222888e+00 2.422596929110582150e-04 5.578063430254072246e-04
3.172525015874897214e+00 2.128708591685986654e-04 5.025756368034998024e-04
3.274861306709571096e+00 1.875209810478650904e-04 4.536653693602804398e-04
3.377197597544244978e+00 1.655917411901995282e-04 4.102585161964393133e-04
3.479533888378919304e+00 1.465689039651170314e-04 3.716553164964193283e-04
3.581870179213593186e+00 1.300232336306088895e-04 3.372548345881593176e-04
3.684206470048267512e+00 1.155952178818624209e-04 3.065396665060714037e-04
3.786542760882941394e+00 1.029827354130532602e-04 2.790632094495092987e-04
3.888879051717615720e+00 9.193108315451357330e-05 2.544390370267198193e-04
3.991215342552289602e+00 8.222487490625644227e-05 2.323320040819135970e-04
4.093551633386963040e+00 7.368143313364344143e-05 2.124507784502455761e-04
4.195887924221637810e+00 6.614537937165293209e-05 1.945415534646734580e-04
4.298224215056311692e+00 5.948419040333658596e-05 1.783827401524169093e-04
4.400560505890985574e+00 5.358453916410065482e-05 1.637804756500372682e-04
4.502896796725659456e+00 4.834926319057151708e-05 1.505648118893183928e-04
4.605233087560334226e+00 4.369485012503006299e-05 1.385864723532480183e-04
4.707569378395008108e+00 3.954935468263017309e-05 1.277140898026846475e-04
4.809905669229681990e+00 3.585064406844397448e-05 1.178318422143396685e-04
4.912241960064355872e+00 3.254494720043227734e-05 1.088374312604621440e-04
5.014578250899029754e+00 2.958562190310552639e-05 1.006403438532325884e-04
5.116914541733704525e+00 2.693212692253875876e-05 9.316035942390122769e-05
5.219250832568378407e+00 2.454915264775837084e-05 8.632626153912209218e-05
5.321587123403052288e+00 2.240588287562095889e-05 8.007472524581923001e-05
5.423923414237726170e+00 2.047537171933529131e-05 7.434935458476099688e-05
5.526259705072400941e+00 1.873401362011549334e-05 6.909984776802014243e-05
5.628595995907074823e+00 1.716109159656861101e-05 6.428127185771074419e-05
5.730932286741748705e+00 1.573839139679736852e-05 5.985343151152664940e-05
5.833268577576422587e+00 1.444987151323234942e-05 5.578031865346152541e-05
5.935604868411097357e+00 1.328138033201074020e-05 5.202963181933078097e-05
6.037941159245771239e+00 1.222041309291287661e-05 4.857235564323347224e-05
6.140277450080445121e+00 1.125590265461144659e-05 4.538239235343387475e-05
6.242613740915119003e+00 1.037803910214037555e-05 4.243623833784833653e-05
6.344950031749793773e+00 9.578113842701225394e-06 3.971269983932389106e-05
6.447286322584467655e+00 8.848384547335615434e-06 3.719264262558266996e-05
